HeLa mRNA decay rates			
Gene	Rate	Error	Level
SFXN4	0.0006	0.08	1238.1
SFXN5	0.0052	0.4	106.6
SGCB	-0.002	0.02	808.4
SGCE	-0.0009	0.13	1804.9
SGK493	0.0103	0.44	155.9
SGMS1	0.0026	0.24	258.5
SGMS2	0.0013	0.46	549.5
SGOL1	-0.0044	0.23	199.1
SGOL2	0.0006	0.04	1781.5
SGPL1	-0.0032	0.07	598.5
SGSH	0.0032	0.22	338.4
SGSM3	-0.0028	0.13	295.5
SGTA	-0.0015	0.48	364.4
SGTB	-0.0004	0.27	410.6
SH2B1	0.0032	0.21	270
SH2B2	-0.003	0.37	219.5
SH2D4A	-0.0012	0.23	873.2
SH3BGRL	-0.004	0.15	2470.9
SH3BGRL3	-0.0015	0.24	2377.9
SH3BP2	-0.0017	0.09	166.5
SH3BP4	0.0077	0.39	514.3
SH3BP5	0.0003	0.18	980.8
SH3BP5L	0.0069	0.3	456.3
SH3D19	0.0006	0.14	505.1
SH3GL1	0.0008	0.25	1656.3
SH3GL2	-0.0006	0.25	481.5
SH3GLB1	0.0003	0.04	2528.5
SH3GLB2	-0.0031	0.26	384.3
SH3KBP1	0	0.02	2064.3
SH3PXD2A	0.0006	0.18	172.3
SH3PXD2B	0.0045	0.18	381.5
SH3RF1	0.0061	0.42	174.9
SH3RF3	0.0054	0.44	359.9
SHANK3	0.0007	0.37	103.2
SHARPIN	-0.0064	0.29	215.9
SHB	0.0079	0.29	179.8
SHFM1	-0.0003	0.18	9033
SHISA5	0.0012	0.29	2986.2
SHKBP1	-0.0009	0.06	434.8
SHMT1	0.0003	0.02	1899.1
SHMT2	-0.0017	0.11	3753.4
SHOC2	0.0028	0.07	3753.1
SHPK	0.0042	0.3	103.1
SHPRH	-0.0025	0.36	150.4
SHQ1	0.0034	0.05	1882.1
SHROOM1	0.0001	0.13	173.6
SHROOM3	0.0046	0.15	552.4
SIAE	-0.0026	0.2	145.9
SIAH1	0.0196	0.34	629
SIAH2	0.0133	0.16	935.9
SIDT2	-0.0021	0.11	514.1
SIGIRR	-0.0001	0.26	625.7
SIGMAR1	-0.0031	0.13	2730.4
SIK2	0.0028	0.13	278.1
SIL1	0.0009	0.31	429.3
SIM2	0.0021	0.16	148.9
SIN3A	0.0062	0.06	488.6
SIN3B	0.0026	0.2	334
SIP1	0.0003	0.09	1082.8
SIPA1	-0.0006	0.43	207.4
SIPA1L1	0.0013	0.15	867.1
SIPA1L2	0.0085	0.35	170.5
SIPA1L3	-0.001	0.45	140.1
SIRT1	0.0038	0.1	1078.2
SIRT2	-0.0023	0.15	223.3
SIRT3	-0.0018	0.07	201.2
SIRT5	-0.0029	0.05	230.8
SIRT6	-0.0018	0.09	254.4
SIRT7	0.0052	0.18	1244.3
SIVA1	0.002	0.07	4064
SIX1	0.015	0.38	362.7
SIX2	0.0072	0.12	569.9
SIX5	-0.001	0.39	152
SKAP2	-0.0014	0.03	337.9
SKI	-0.0006	0.46	381.7
SKIL	0.0042	0.12	312
SKIV2L	-0.0007	0.22	817.2
SKIV2L2	-0.0011	0.01	3815.2
SKP1	-0.0025	0.1	10186.6
SKP2	0.0014	0.29	3478.6
SLAIN2	0.0012	0.1	529.7
SLBP	0.0016	0.04	6271.7
SLC10A3	0.0027	0.02	1696.5
SLC11A2	0.0007	0.04	604.6
SLC12A2	-0.0027	0.05	597.7
SLC12A3	-0.002	0.28	395.8
SLC12A6	-0.0013	0.07	382.3
SLC12A7	-0.003	0.14	658
SLC12A8	0.0009	0.3	291.8
SLC12A9	-0.0034	0.46	106.4
SLC15A4	-0.0002	0.04	898.7
SLC16A1	-0.0013	0.02	2314.2
SLC16A3	-0.003	0.42	3089.1
SLC16A5	0.0002	0.12	458.5
SLC16A6	0.0051	0.4	443.8
SLC17A5	0.0001	0.09	681.9
SLC17A9	-0.0011	0.43	126
SLC19A1	0.0003	0.13	301.8
SLC1A1	0.0003	0.12	267.6
SLC1A3	0.0006	0.05	1945.1
SLC1A4	0	0.03	722
SLC1A5	-0.0036	0.09	1900.5
SLC20A1	0.004	0.19	2983
SLC20A2	-0.0012	0.49	126.7
SLC22A15	0.0068	0.31	544.2
SLC22A4	-0.0008	0.04	1363
SLC22A5	-0.0007	0.16	584.7
SLC25A1	-0.0007	0.27	920.3
SLC25A10	-0.003	0.3	513.2
SLC25A11	0.0016	0.09	2174.5
SLC25A12	0.0028	0.09	681.6
SLC25A13	-0.0014	0.17	872.9
SLC25A14	-0.0012	0.07	497.5
SLC25A15	0.0003	0.26	406.3
SLC25A19	0.006	0.17	1344.9
SLC25A20	-0.0007	0.44	1176.4
SLC25A22	0.0001	0.26	428.9
SLC25A23	-0.0033	0.29	338.4
SLC25A26	0.0012	0.24	631.6
SLC25A28	0.0099	0.46	451.3
SLC25A29	0.0007	0.36	365.1
SLC25A3	-0.0008	0.16	16701
SLC25A32	0.0014	0.33	1404.4
SLC25A33	0.0018	0.19	2070.2
SLC25A36	0.0039	0.19	2538.9
SLC25A37	-0.0012	0.17	559.6
SLC25A38	0.0039	0.17	1563
SLC25A39	-0.0012	0.12	2660.3
SLC25A4	0.0006	0.03	2543
SLC25A43	-0.0048	0.18	323.7
SLC25A44	0.0034	0.07	940.9
SLC25A45	0.0019	0.29	439.9
SLC25A46	-0.0012	0.2	2577.7
SLC25A5	-0.0014	0.16	15431.6
SLC25A6	-0.0011	0.05	13904.7
SLC26A2	-0.0008	0.07	1098.5
SLC26A6	-0.0009	0.1	687.4
SLC27A2	-0.0018	0.06	2349.4
SLC27A3	-0.0007	0.19	390.8
SLC27A5	0.0024	0.19	887.7
SLC29A1	0.0003	0.03	1434.9
SLC29A2	0.0004	0.17	176
SLC29A3	0.0015	0.3	250.9
SLC2A13	-0.0014	0.07	167.7
SLC2A3	0.0025	0.03	404.5
SLC2A4RG	-0.0005	0.06	835.5
SLC2A6	0.0008	0.31	664.1
SLC30A1	0.0115	0.11	3651.2
SLC30A5	-0.0002	0.05	826.7
SLC30A6	0.0006	0.15	728.8
SLC30A7	0.0017	0.04	669.1
SLC30A9	-0.004	0.23	1740.7
SLC31A1	0.0016	0.17	1432.7
SLC33A1	0.0012	0.06	493.3
SLC35A1	-0.0007	0.19	2109.7
SLC35A2	-0.0025	0.16	569.1
SLC35A4	-0.0001	0.31	2109.5
SLC35A5	0.0013	0.04	1531.4
SLC35B1	0.0007	0.14	3618.9
SLC35B2	-0.0001	0.1	1881.9
SLC35B3	0.0007	0.18	627.9
SLC35B4	0.0012	0.09	440.3
SLC35C1	0.0037	0.23	424.7
SLC35C2	0	0.23	893.7
SLC35D1	0.0008	0.08	647.8
SLC35D2	-0.0008	0.4	143.6
SLC35F2	-0.0017	0.2	1693.4
SLC35F3	0.001	0.32	683.3
SLC36A4	-0.0035	0.14	1228.7
SLC37A3	0.0012	0.45	142.7
SLC37A4	-0.0013	0.12	531.7
SLC38A1	0.0003	0.08	6614.2
SLC38A10	-0.0007	0.05	164.2
SLC38A2	0.0129	0.36	13244.6
SLC38A5	-0.0013	0.07	4138.6
SLC38A7	-0.0003	0.12	258.7
SLC38A9	0.0008	0.05	628.6
SLC39A1	-0.0015	0.23	941.8
SLC39A10	-0.002	0.11	2960.2
SLC39A11	-0.0011	0.35	229.2
SLC39A13	-0.001	0.17	525.5
SLC39A14	-0.0023	0.08	2093.5
SLC39A3	0.0014	0.21	420.2
SLC39A6	-0.0004	0.15	1987.4
SLC39A8	-0.0023	0.08	2780.3
SLC39A9	-0.0011	0.07	1194.1
SLC3A2	0.0011	0.24	5703.8
SLC41A2	-0.0012	0.04	224.3
SLC41A3	0.0007	0.26	1014.7
SLC43A3	0.0005	0.09	1856.7
SLC44A1	-0.0025	0.04	1572.5
SLC44A2	-0.0015	0.18	234.3
SLC46A1	0.0013	0.1	217.8
SLC47A1	-0.0015	0.05	1221.4
SLC48A1	-0.0026	0.23	246.9
SLC4A11	-0.0007	0.35	158.3
SLC4A1AP	0.0018	0.03	2139.6
SLC4A2	0.0015	0.32	1064.7
SLC5A3	0.002	0.41	598.8
SLC5A6	-0.0021	0.12	1007.1
SLC6A15	-0.0004	0.02	365.4
SLC6A6	-0.0017	0.41	678.9
SLC6A9	0.0012	0.22	302.1
SLC7A1	0.0022	0.11	681
SLC7A11	0.0002	0.12	2579.8
SLC7A2	0.0004	0.03	1411.3
SLC7A5	-0.0003	0.08	11322.3
SLC7A6	0.0003	0.06	838
SLC7A6OS	-0.0007	0.24	451.2
SLC9A3R1	0.0017	0.43	1064.8
SLC9A6	0.0002	0.19	1664.4
SLCO1B3	-0.0012	0.44	810.2
SLCO2A1	0.0008	0.16	780.3
SLCO3A1	-0.0004	0.09	719.4
SLCO4A1	0.0018	0.15	1628.7
SLFN12	0.0032	0.26	294.3
SLIT2	0.0015	0.14	789.2
SLITRK5	0.0099	0.28	841.6
SLK	-0.0008	0.19	1669.8
SLMAP	0.002	0.13	975.2
SLMO2	-0.0012	0.04	4251.1
SLPI	-0.0002	0.08	10819
SLTM	-0.0004	0.3	2256.2
SLU7	-0.0012	0.19	1060.4
SMAD1	0.0036	0.18	880.1
SMAD2	-0.0003	0.05	1294.6
SMAD3	0.0076	0.23	292.4
SMAD4	0.0047	0.28	724.2
SMAD5	0.0005	0.05	772.6
SMAD6	0.007	0.27	310.7
SMAD9	0.0038	0.21	168.2
SMAP1	-0.0002	0.15	3516.5
SMAP2	-0.0012	0.25	329.5
SMARCA1	-0.0024	0.22	397.6
SMARCA2	-0.0001	0.46	249.4
SMARCA4	-0.0015	0.05	1487.3
SMARCA5	-0.0036	0.25	2716.4
SMARCAD1	0.0045	0.26	1585
SMARCB1	-0.0022	0.27	468.5
SMARCC1	-0.0023	0.06	2163.9
SMARCC2	-0.0024	0.16	398.4
SMARCD2	0.001	0.14	616.6
SMARCD3	-0.0023	0.34	107.4
SMARCE1	-0.0029	0.11	1947
SMC1A	-0.0019	0.16	1773.4
SMC2	-0.0041	0.06	1426.3
SMC3	0.0003	0.07	3458.7
SMC4	-0.001	0.02	4521
SMC5	-0.0027	0.24	416.7
SMC6	0	0.44	783.6
SMCR7L	0.0037	0.08	1035
SMEK1	0.0043	0.04	838.3
SMEK2	0.0006	0.01	979.6
SMG1	0.0016	0.4	1041.3
SMG5	0.0007	0.46	252.9
SMG7	0.0006	0.08	452.6
SMO	0.0005	0.44	103.1
SMOC1	0	0.07	2784.7
SMPD1	0.0008	0.21	297.6
SMPDL3A	0.0008	0.44	445.9
SMS	-0.0034	0.11	7003.6
SMTN	0.0011	0.29	355.1
SMU1	-0.0019	0.08	332.3
SMUG1	0.0015	0.09	916.3
SMURF1	0.01	0.23	145.6
SMURF2	0.0026	0.11	565.9
SMYD2	-0.0018	0.07	1681.1
SMYD3	-0.0006	0.14	480.1
SMYD4	0.0069	0.41	471.2
SMYD5	0.0016	0.27	508
SNAP23	-0.0031	0.07	1301.9
SNAP25	-0.0011	0.08	202.7
SNAP29	0.0015	0.09	709.6
SNAP47	0.0011	0.11	859.6
SNAPC1	0.005	0.47	1491
SNAPC3	-0.0013	0.06	246.1
SNAPC4	0.0055	0.3	577.7
SNAPC5	-0.0013	0.06	1838.6
SNAPIN	0.0004	0.11	3234.5
SNCA	0.0007	0.21	1473.7
SND1	-0.001	0.15	720.7
SNF8	0	0.09	4707.1
SNHG11	-0.0007	0.35	440.5
SNIP1	0.0093	0.19	685.6
SNN	0.0047	0.3	180.3
SNORA11	-0.0007	0.27	178.3
SNORA24	0.0085	0.05	4279.1
SNORA32	-0.0001	0.05	7548.3
SNORA68	0.0061	0.17	110.9
SNORD1C	-0.0009	0.12	4673.8
SNORD22	0.0013	0.02	10763.5
SNORD60	0.0026	0.04	4971.5
SNORD76	0.0017	0.07	11892.2
SNRK	0.0179	0.19	735.9
SNRNP200	-0.0024	0.04	2964.2
SNRNP25	-0.0016	0.09	7886.6
SNRNP27	-0.0002	0.29	2481.4
SNRNP35	0.0064	0.23	816.7
SNRNP40	-0.0005	0.16	1686.4
SNRNP48	0.0016	0.28	1376.4
SNRNP70	-0.0023	0.39	2413.2
SNRPA	-0.0001	0.28	4943.8
SNRPA1	-0.0016	0.04	3163.8
SNRPB	-0.001	0.07	11375.5
SNRPB2	-0.0034	0.18	6711.6
SNRPC	0	0.04	8275.8
SNRPD2	-0.0014	0.17	20048
SNRPD3	-0.0023	0.1	12655
SNRPE	-0.0022	0.36	144.6
SNRPG	-0.0016	0.28	20250.9
SNRPN	-0.0013	0.04	1360.6
SNTA1	-0.0004	0.09	405.9
SNTB2	0.0003	0.08	442.1
SNUPN	0.0005	0.13	1794.3
SNW1	0.0019	0.05	4774.5
SNX1	-0.0005	0.07	1994.5
SNX10	-0.0014	0.37	490
SNX12	-0.0017	0.14	1931.2
SNX13	0.0013	0.09	336.7
SNX14	-0.0023	0.21	1697.8
SNX15	-0.002	0.22	830.5
SNX17	-0.0028	0.2	2439
SNX19	-0.0014	0.11	156.6
SNX2	-0.0008	0.19	4084.9
SNX21	0.0027	0.17	212.4
SNX24	0.0001	0.31	675.2
SNX25	0.0008	0.09	216.9
SNX27	-0.0013	0.13	368.1
SNX3	-0.0008	0.01	6105.6
SNX33	-0.0006	0.33	144.9
SNX4	0	0.06	1112.8
SNX5	0.0009	0.07	1960.8
SNX6	-0.003	0.05	2944.1
SNX7	-0.0016	0.08	3938.2
SNX8	0.0006	0.4	389.9
SNX9	0.0014	0.2	1085
SOAT1	-0.0033	0.06	1325
SOBP	0.0037	0.31	118.5
SOCS2	0.0043	0.49	334
SOCS5	0.0114	0.46	1156.3
SOD1	-0.0019	0.13	20445.3
SOD2	-0.002	0.14	1257.3
SOLH	0.0041	0.33	372.7
SON	0.0025	0.08	2980.5
SORBS2	-0.001	0.07	269.7
SORBS3	0.0003	0.37	226.7
SORD	-0.0036	0.02	1790.5
SORL1	-0.0023	0.13	332.8
SORT1	-0.0022	0.05	967.2
SOS1	0.0048	0.03	263.6
SOS2	0.0021	0.1	172.5
SOX13	0.0054	0.29	169.2
SOX4	0.0087	0.04	1677
SOX7	0.0074	0.06	266.8
SOX9	0.0072	0.24	214.6
SP1	0.0007	0.14	834.5
SP100	-0.002	0.26	213.2
SP110	-0.0009	0.26	197.2
SP2	-0.005	0.31	112.6
SP3	0.0022	0.18	644.8
SP4	0.0029	0.44	464.8
SPAG16	-0.0032	0.3	349.8
SPAG5	-0.0002	0.1	4114.1
SPAG7	0.0004	0.22	2881.1
SPAG9	-0.0023	0.09	795.3
SPAST	0.0027	0.37	942
SPATA2	0.0168	0.33	307.9
SPATA20	-0.0009	0.29	866.3
SPATA5L1	0.004	0.4	1027.7
SPATA7	0.0066	0.28	269.8
SPATS2	0.001	0.14	1401.9
SPATS2L	-0.0016	0.04	4780.4
SPC24	0.0011	0.03	1291.6
SPC25	-0.0027	0.15	937.6
SPCS1	-0.0021	0.08	15177.4
SPCS2	-0.0007	0.11	6953.9
SPCS3	-0.0015	0.09	2046
SPEN	0.0063	0.08	500.6
SPG11	-0.0007	0.11	298.3
SPG21	-0.0001	0.15	1975.8
SPG7	-0.0043	0.41	242.8
SPHK1	0.0016	0.15	1042.7
SPHK2	0.0068	0.23	278.3
SPIN1	0.0004	0.08	3386.1
SPIN3	0.0024	0.16	327.3
SPINK4	-0.0024	0.2	326.2
SPINK5	0.0024	0.1	565
SPINK6	-0.0012	0.04	19138.9
SPIRE1	0.0032	0.09	891.7
SPNS1	0.0002	0.31	2374.7
SPOP	0.0017	0.15	1175.5
SPOPL	0.0045	0.43	362.6
SPR	-0.0018	0.03	1390.4
SPRED2	0.0108	0.38	299.2
SPRYD3	0.002	0.31	570.9
SPRYD4	0.0011	0.28	568.5
SPSB2	0.0038	0.12	269.9
SPSB3	-0.0023	0.08	1246.8
SPTAN1	-0.0017	0.12	1602.5
SPTBN1	-0.0015	0.05	2632.6
SPTBN2	-0.0037	0.46	210.7
SPTLC1	-0.002	0.13	2115.2
SPTLC2	0.0015	0.1	623.8
SPTY2D1	-0.0017	0.37	209.5
SQLE	0.0032	0.09	997.4
SQSTM1	0.0002	0.08	4352.9
SR140	-0.0009	0.38	2501
SRA1	-0.0009	0.04	2002.5
SRBD1	-0.0016	0.35	408
SRD5A1	-0.0024	0.07	2357.4
SRD5A3	-0.0025	0.1	240.6
SREBF2	0.0017	0.15	380.4
SRGAP1	0.0064	0.23	454.8
SRGAP2	-0.0007	0.16	421.5
SRGAP3	0.0043	0.1	115.2
SRGN	-0.0026	0.4	3366.9
SRI	-0.0006	0.08	3227.6
SRM	-0.001	0.15	4638.1
SRP14	-0.0005	0.08	19605.3
SRP19	0.0019	0.19	8291.6
SRP54	0.0007	0.08	2786.7
SRP68	0.001	0.23	5276.4
SRP72	-0.0016	0.04	5161.1
SRPK1	-0.0002	0.04	3276.1
SRPK2	0.0012	0.07	402
SRPR	0	0.28	2211.2
SRPRB	-0.0021	0.1	2396
SRPX	-0.0045	0.24	140.5
SRR	-0.0013	0.15	405.9
SRRD	0.0023	0.03	1220.4
SRRM1	-0.0012	0.07	3389
SRRT	-0.0021	0.1	2588.7
SS18	0.0016	0.04	1079.6
SS18L1	0.0025	0.18	1046.1
SS18L2	0.0025	0.03	4184.2
SSB	-0.0029	0.13	5221.3
SSBP1	-0.0021	0.21	6672.7
SSBP2	0.0019	0.19	119.1
SSBP4	-0.0002	0.09	988.8
SSFA2	-0.001	0.05	3354.8
SSH1	0.0038	0.43	155.3
SSNA1	0.0003	0.24	2138
SSR1	-0.0022	0.13	4352.9
SSR2	-0.0016	0.08	7495.8
SSR3	-0.0004	0.04	2186
SSR4	-0.0013	0.1	15980.9
SSRP1	-0.0026	0.28	5624.4
SSSCA1	0.0022	0.14	3318.2
SSU72	-0.0016	0.05	1671.1
SSX1	0.0037	0.47	103.1
SSX2IP	0.0006	0.03	713.9
ST13	-0.0019	0.24	1641.5
ST3GAL6	-0.0029	0.31	142.5
ST5	0.0004	0.23	497
ST6GALNAC4	0.0002	0.24	1089.3
ST6GALNAC6	-0.0027	0.39	150.1
ST7	-0.0001	0.42	377.9
ST7L	0.0008	0.04	159.1
STAC	-0.0043	0.5	1034.3
STAG1	0.0012	0.01	844
STAG2	-0.001	0.2	2701.8
STAG3L4	-0.001	0.36	272.8
STAMBP	-0.0008	0.11	1142.1
STAMBPL1	0.008	0.08	1134.2
STARD10	-0.0006	0.35	160.8
STARD3NL	0.003	0.15	2467.4
STARD4	0.0024	0.37	1496
STARD7	0.001	0.07	2414.5
STAT1	-0.0021	0.01	976
STAT2	0.0003	0.19	423.5
STAT3	-0.0018	0.18	1029.7
STAT5A	-0.0009	0.17	288
STAT5B	0.0014	0.19	398.9
STAT6	-0.0003	0.08	741.8
STAU1	0.0005	0.1	4515.2
STAU2	-0.0004	0.06	265.6
STBD1	0.0161	0.4	320.8
STC2	0.009	0.37	389.3
STEAP3	-0.0016	0.36	226.5
STIL	0.0016	0.14	1824
STIM1	-0.0046	0.45	149.1
STIM2	0.0014	0.11	472
STK10	0.001	0.11	195.6
STK11IP	0.0021	0.26	320.8
STK16	-0.0008	0.35	366.4
STK17A	0.0009	0.09	1211.8
STK24	0.0008	0.06	2026.3
STK3	-0.0025	0.07	2337.1
STK32C	0.0009	0.21	389.8
STK33	0.001	0.37	145.7
STK36	0.0001	0.06	416.4
STK38	0.0004	0.13	648.4
STK38L	-0.0004	0.23	1157.8
STK39	-0.0001	0.26	605.7
STK40	0.0046	0.13	137.9
STMN1	-0.0029	0.22	2464.6
STOM	-0.0006	0.06	5733.8
STOML2	-0.0003	0.08	3430
STRA13	0.0009	0.15	5580.9
STRADA	-0.0013	0.19	457.9
STRADB	-0.0016	0.27	631.2
STRAP	-0.0019	0.12	14182
STRBP	-0.0029	0.08	774.3
STRN	-0.0006	0.28	382.4
STS	-0.0006	0.08	423.6
STT3A	-0.0012	0.12	1419.8
STT3B	-0.0055	0.2	7294.6
STUB1	-0.0017	0.08	3618.9
STX10	-0.0008	0.14	2574.3
STX12	0.0026	0.19	566.1
STX16	0.0002	0.15	1123.2
STX17	-0.0007	0.07	296.4
STX18	0.001	0.24	2633.7
STX2	0.0007	0.12	633.7
STX3	0.0064	0.09	561.6
STX4	-0.0006	0.15	968.9
STX5	0.0011	0.33	583.1
STX6	0.0008	0.04	468.5
STX7	0.0029	0.14	272.9
STX8	-0.0011	0.02	932.5
STXBP1	0.0004	0.05	2862.6
STXBP2	-0.0004	0.47	128.8
STXBP5	0	0.23	215.5
STYX	-0.0019	0.3	298.1
STYXL1	-0.0021	0.18	471.2
SUB1	-0.0024	0.09	12484.4
SUCLA2	-0.0047	0.29	2336.3
SUCLG1	-0.0013	0.07	2058.2
SUCLG2	-0.006	0.04	1529.6
SUGT1	-0.0028	0.03	3824.7
SULF2	-0.0023	0.14	697.1
SULT1A1	-0.002	0.42	101.4
SULT1A2	-0.0029	0.3	647.6
SUMF1	-0.0007	0.45	246
SUMF2	-0.0026	0.25	716.4
SUMO1	-0.0028	0.05	7316
SUMO2	-0.0024	0.04	12448
SUMO3	-0.0023	0.07	5196.7
SUOX	0.002	0.25	406.1
SUPT16H	-0.0008	0.05	3740.4
SUPT3H	-0.0017	0.08	425.7
SUPT4H1	0.0008	0.25	3137.6
SUPT5H	-0.001	0.2	719.1
SUPT6H	0.0011	0.18	853.1
SUPT7L	0.0005	0.2	1027.6
SUPV3L1	0.0044	0.37	1298.8
SURF1	-0.002	0.16	1939.7
SURF2	-0.0004	0.19	1493.1
SURF4	-0.0012	0.05	5514.9
SURF6	0.0083	0.11	1007.4
SUSD1	-0.0036	0.23	330.8
SUV39H1	0.0047	0.29	1033.3
SUV420H1	0.0036	0.11	481.8
SUZ12	0.0009	0.04	3434.7
SVIL	0.0025	0.2	158.6
SVIP	-0.0031	0.08	1170.9
SWAP70	-0.0003	0.07	2220.5
SYAP1	-0.0013	0.03	4676.4
SYDE1	0.0016	0.07	520.9
SYF2	-0.0003	0.05	1162.2
SYMPK	-0.0006	0.33	212.5
SYNC	-0.0002	0.15	872.6
SYNCRIP	-0.0018	0.01	5115.2
SYNE2	0.0004	0.14	152
SYNGR2	0.0006	0.05	1055.2
SYNGR3	-0.0002	0.44	374.1
SYNJ1	0.0046	0.46	264.2
SYNJ2	0.0028	0.06	307.2
SYNJ2BP	-0.0021	0.16	1205.6
SYNM	0.0016	0.24	2277
SYPL1	-0.0022	0.17	2164.9
SYPL2	-0.0021	0.33	249
SYS1	0.0022	0.08	545
SYT11	0.0011	0.27	231.8
SYT17	0.0052	0.23	310.2
SYTL4	-0.0003	0.13	395.5
SYTL5	0.0004	0.19	378.6
SYVN1	0.005	0.36	704.8
T	-0.0024	0.32	445.7
TACC1	0.0009	0.03	1063.5
TACC2	0.0022	0.06	364.1
TACC3	0.0016	0.12	1144.6
TACO1	0.0007	0.04	1528.2
TACSTD2	0.0028	0.13	353.4
TADA2L	0.0067	0.16	241.1
TADA3L	-0.0012	0.09	1487.3
TAF10	-0.0004	0.09	3714.3
TAF11	-0.0031	0.07	1314
TAF12	0.0015	0.19	1587.6
TAF1B	-0.0004	0.22	313.8
TAF1C	0.0008	0.15	220.5
TAF2	-0.0008	0.44	967.1
TAF3	0.0027	0.27	200.4
TAF4	0.0043	0.14	593.7
TAF4B	0.0024	0.14	227.9
TAF5	0.0102	0.27	1000.5
TAF5L	0.0042	0.17	329.8
TAF6	-0.0033	0.07	1110.9
TAF6L	0.0025	0.17	218
TAF7	0.0047	0.18	4639.3
TAF7L	-0.0013	0.12	429.2
TAF8	0.0028	0.2	233.2
TAF9B	-0.0012	0.08	2556.3
TAGLN	-0.0013	0.05	1637.2
TAGLN2	-0.0015	0.05	8590.1
TALDO1	-0.0025	0.13	11554.4
TANC1	0.0044	0.03	501.1
TANC2	0.0056	0.29	580.7
TANK	0.0009	0.21	383.5
TAOK3	-0.0005	0.15	207.5
TAP1	0.0011	0.35	843.6
TAP2	-0.0019	0.03	330.3
TAPBP	0.0002	0.49	709.3
TAPT1	0.0029	0.1	431
TARBP1	0.0023	0.16	738.8
TARBP2	0.001	0.11	1468.3
TARDBP	0.0003	0.06	3016.3
TARS	-0.0034	0.14	15448
TARS2	0.0025	0.14	1420.4
TARSL2	0.001	0.33	185.9
TASP1	-0.0015	0.24	178.7
TATDN1	-0.0029	0.43	1288
TATDN2	0.0005	0.04	1182.3
TAX1BP1	-0.0016	0.04	5361
TAX1BP3	-0.0017	0.11	5125.4
TAZ	-0.0003	0.22	562.1
TBC1D1	0.0005	0.12	376.5
TBC1D10B	-0.0006	0.3	585.2
TBC1D13	0.0014	0.11	766.1
TBC1D14	0.0039	0.11	1627.2
TBC1D15	-0.0008	0.1	1647.6
TBC1D19	0.0005	0.24	521.9
TBC1D2	0.0014	0.24	699.8
TBC1D20	0.0055	0.24	398.7
TBC1D22A	-0.0034	0.13	229.7
TBC1D22B	0.0014	0.38	202.1
TBC1D23	0.0028	0.09	1376
TBC1D24	0.0041	0.38	214.3
TBC1D25	0.0026	0.3	276
TBC1D2B	0.0001	0.23	191.6
TBC1D4	-0.0003	0.29	995
TBC1D5	-0.002	0.14	217.8
TBC1D7	-0.0005	0.22	571.3
TBC1D8	0.0046	0.31	1288.8
TBC1D9	0.0029	0.31	589.5
TBC1D9B	-0.0017	0.06	483.6
TBCA	-0.0024	0.03	4412.5
TBCB	-0.0011	0.27	3323.8
TBCC	0.0153	0.41	1910.2
TBCD	-0.0014	0.13	295
TBCE	-0.0014	0.07	1502.6
TBCEL	0.0011	0.33	173.5
TBK1	0.0046	0.32	1349.6
TBL1X	0.002	0.18	1323
TBL1XR1	-0.0002	0.18	1284.1
TBL2	-0.0023	0.07	924.7
TBL3	0.0003	0.15	761.1
TBP	0.0072	0.15	1179.9
TBPL1	0.0072	0.04	1361.7
TBRG1	0.0026	0.17	292.2
TBRG4	-0.0002	0.24	1327.3
TBX3	0.0086	0.44	239.1
TCEA1P2	-0.0025	0.14	2648.8
TCEA2	0.0014	0.14	185.6
TCEAL1	0	0.21	2084.5
TCEAL3	-0.0004	0.08	1426.3
TCEAL4	-0.0043	0.11	7187.9
TCEAL8	-0.0038	0.24	985.3
TCEB1	-0.002	0.08	5384.1
TCEB2	-0.0012	0.08	6982.2
TCEB3	0.0024	0.09	1215.6
TCERG1	-0.0012	0.18	5267.8
TCF12	-0.0005	0.2	2732.6
TCF19	0.0006	0.2	1306.2
TCF20	0.0048	0.28	767.6
TCF25	0.0001	0.06	1690.1
TCF3	-0.0023	0.15	677.8
TCF7	-0.0019	0.17	493.3
TCF7L2	0.0097	0.08	1584.6
TCHP	0.0012	0.08	578.6
TCIRG1	0.0015	0.17	813.1
TCN1	-0.0023	0.48	137.1
TCOF1	-0.0008	0.14	761.3
TCP1	-0.0032	0.05	1597.7
TCP11L1	-0.0018	0.12	550.7
TCTEX1D2	-0.0023	0.43	682.7
TCTN1	0.0006	0.45	182.5
TCTN3	-0.0002	0.04	1013.7
TDG	0.0023	0.41	2924.3
TDP1	0.0009	0.05	848.7
TDRD3	-0.0001	0.11	562.7
TDRD7	0.0041	0.28	622.9
TDRD9	-0.0025	0.3	752.1
TDRKH	-0.0031	0.44	113.3
TEAD1	-0.001	0.18	2832.5
TEAD2	0.0014	0.13	196
TEAD4	0.0018	0.04	1332.2
TECPR2	0.0028	0.38	297.2
TECR	-0.0025	0.16	4279.6
TELO2	0.0008	0.15	315.1
TERF1	-0.0023	0.24	640.3
TERF2	0.0049	0.11	385.4
TERF2IP	0.0004	0.23	1529.8
TES	0.0001	0.12	2825.8
TET2	0.0103	0.13	226.3
TET3	0.0062	0.39	225.2
TEX10	0.0024	0.03	1970.3
TEX2	0.0014	0.24	894.6
TEX261	-0.0005	0.11	1178.4
TEX264	-0.0009	0.12	417
TFAM	-0.0006	0.04	1688.6
TFAP2A	0.0111	0.15	687.7
